home_team,away_team,tournament,is_neutral,year,month,home_result
India,Lebanon,SAFF Cup,0,2023,7,Draw
Kuwait,Bangladesh,SAFF Cup,1,2023,7,Win
Cuba,Guadeloupe,Gold Cup,1,2023,7,Loss
Guatemala,Canada,Gold Cup,1,2023,7,Draw
Székely Land,Two Sicilies,CONIFA World Football Cup qualification,0,2023,7,Win
United States,Trinidad and Tobago,Gold Cup,0,2023,7,Win
Jamaica,Saint Kitts and Nevis,Gold Cup,1,2023,7,Win
Honduras,Haiti,Gold Cup,1,2023,7,Win
Mexico,Qatar,Gold Cup,1,2023,7,Loss
India,Kuwait,SAFF Cup,0,2023,7,Draw
Costa Rica,Martinique,Gold Cup,1,2023,7,Win
Panama,El Salvador,Gold Cup,1,2023,7,Draw
Guadeloupe,Guatemala,Gold Cup,1,2023,7,Loss
Canada,Cuba,Gold Cup,1,2023,7,Win
Eswatini,Botswana,COSAFA Cup,1,2023,7,Loss
South Africa,Namibia,COSAFA Cup,0,2023,7,Draw
Seychelles,Comoros,COSAFA Cup,1,2023,7,Loss
Zambia,Malawi,COSAFA Cup,1,2023,7,Loss
Mauritius,Lesotho,COSAFA Cup,1,2023,7,Loss
Mozambique,Angola,COSAFA Cup,1,2023,7,Draw
Panama,Qatar,Gold Cup,1,2023,7,Win
Mexico,Costa Rica,Gold Cup,1,2023,7,Win
South Africa,Botswana,COSAFA Cup,0,2023,7,Win
Namibia,Eswatini,COSAFA Cup,1,2023,7,Loss
Guatemala,Jamaica,Gold Cup,1,2023,7,Loss
United States,Canada,Gold Cup,0,2023,7,Draw
Åland Islands,Isle of Wight,Island Games,1,2023,7,Loss
Guernsey,Western Isles,Island Games,0,2023,7,Win
Isle of Man,Falkland Islands,Island Games,1,2023,7,Win
Ynys Môn,Shetland,Island Games,1,2023,7,Win
Orkney,Greenland,Island Games,1,2023,7,Draw
Jersey,Gozo,Island Games,1,2023,7,Win
Menorca,Saint Helena,Island Games,1,2023,7,Win
Zambia,Comoros,COSAFA Cup,1,2023,7,Win
Malawi,Seychelles,COSAFA Cup,1,2023,7,Win
Western Isles,Isle of Wight,Island Games,1,2023,7,Loss
Guernsey,Åland Islands,Island Games,0,2023,7,Win
Falkland Islands,Ynys Môn,Island Games,1,2023,7,Loss
Shetland,Isle of Man,Island Games,1,2023,7,Win
Greenland,Frøya,Island Games,1,2023,7,Win
Gozo,Saint Helena,Island Games,1,2023,7,Win
Jersey,Menorca,Island Games,1,2023,7,Win
Angola,Mauritius,COSAFA Cup,1,2023,7,Loss
Mozambique,Lesotho,COSAFA Cup,1,2023,7,Loss
Guernsey,Isle of Wight,Island Games,0,2023,7,Loss
Åland Islands,Western Isles,Island Games,1,2023,7,Loss
Falkland Islands,Shetland,Island Games,1,2023,7,Loss
Isle of Man,Ynys Môn,Island Games,1,2023,7,Loss
Frøya,Orkney,Island Games,1,2023,7,Loss
Menorca,Gozo,Island Games,1,2023,7,Loss
Saint Helena,Jersey,Island Games,1,2023,7,Loss
Namibia,Botswana,COSAFA Cup,1,2023,7,Draw
South Africa,Eswatini,COSAFA Cup,0,2023,7,Win
Malawi,Comoros,COSAFA Cup,1,2023,7,Win
Seychelles,Zambia,COSAFA Cup,1,2023,7,Loss
United States,Panama,Gold Cup,0,2023,7,Draw
Jamaica,Mexico,Gold Cup,1,2023,7,Loss
Angola,Lesotho,COSAFA Cup,1,2023,7,Win
Mauritius,Mozambique,COSAFA Cup,1,2023,7,Loss
Frøya,Saint Helena,Island Games,1,2023,7,Win
Åland Islands,Falkland Islands,Island Games,1,2023,7,Draw
Western Isles,Menorca,Island Games,1,2023,7,Win
Orkney,Isle of Man,Island Games,1,2023,7,Loss
Shetland,Greenland,Island Games,1,2023,7,Win
Guernsey,Gozo,Island Games,0,2023,7,Win
Isle of Wight,Jersey,Island Games,1,2023,7,Loss
Ynys Môn,Jersey,Island Games,1,2023,7,Loss
Malawi,Lesotho,COSAFA Cup,1,2023,7,Draw
South Africa,Zambia,COSAFA Cup,0,2023,7,Loss
Kernow,Sápmi,CONIFA World Football Cup qualification,0,2023,7,Win
Mexico,Panama,Gold Cup,1,2023,7,Win
South Africa,Malawi,COSAFA Cup,0,2023,7,Draw
Lesotho,Zambia,COSAFA Cup,1,2023,7,Loss
Ethiopia,Guyana,Friendly,1,2023,8,Win
Tamil Eelam,Hmong,CONIFA Asia Cup,1,2023,8,Win
Hmong,Tibet,CONIFA Asia Cup,1,2023,8,Win
Tibet,Tamil Eelam,CONIFA Asia Cup,1,2023,8,Loss
Raetia,Ticino,Friendly,0,2023,8,Win
Tamil Eelam,Hmong,CONIFA Asia Cup,1,2023,8,Win
Comoros,Mayotte,Indian Ocean Island Games,1,2023,8,Draw
Madagascar,Seychelles,Indian Ocean Island Games,0,2023,8,Win
Réunion,Mayotte,Indian Ocean Island Games,1,2023,8,Draw
Madagascar,Mauritius,Indian Ocean Island Games,0,2023,8,Draw
Bolivia,Panama,Friendly,0,2023,8,Loss
Tahiti,Cook Islands,Friendly,0,2023,8,Win
Comoros,Réunion,Indian Ocean Island Games,1,2023,8,Draw
Mauritius,Seychelles,Indian Ocean Island Games,1,2023,8,Win
Tahiti,Cook Islands,Friendly,0,2023,8,Win
Madagascar,Comoros,Indian Ocean Island Games,0,2023,8,Win
Réunion,Mauritius,Indian Ocean Island Games,1,2023,8,Win
Comoros,Mauritius,Indian Ocean Island Games,1,2023,9,Loss
Madagascar,Réunion,Indian Ocean Island Games,0,2023,9,Win
Bangladesh,Afghanistan,Friendly,0,2023,9,Draw
Guatemala,Honduras,Friendly,1,2023,9,Draw
Mozambique,Benin,African Cup of Nations qualification,0,2023,9,Win
Macau,Bhutan,Friendly,0,2023,9,Loss
Malta,Gibraltar,Friendly,0,2023,9,Win
Oman,Palestine,Friendly,0,2023,9,Win
Syria,Malaysia,Friendly,1,2023,9,Draw
Libya,Equatorial Guinea,African Cup of Nations qualification,0,2023,9,Draw
Trinidad and Tobago,Curaçao,CONCACAF Nations League,0,2023,9,Win
Panama,Martinique,CONCACAF Nations League,0,2023,9,Win
Guatemala,El Salvador,CONCACAF Nations League,0,2023,9,Win
Sint Maarten,Saint Lucia,CONCACAF Nations League,1,2023,9,Loss
Saint Kitts and Nevis,Guadeloupe,CONCACAF Nations League,0,2023,9,Loss
Anguilla,Saint Martin,CONCACAF Nations League,0,2023,9,Loss
United States Virgin Islands,Cayman Islands,CONCACAF Nations League,0,2023,9,Draw
Colombia,Venezuela,FIFA World Cup qualification,0,2023,9,Win
Paraguay,Peru,FIFA World Cup qualification,0,2023,9,Draw
Argentina,Ecuador,FIFA World Cup qualification,0,2023,9,Win
Austria,Moldova,Friendly,0,2023,9,Draw
Bahrain,Kuwait,Friendly,1,2023,9,Loss
Bangladesh,Afghanistan,Friendly,0,2023,9,Draw
Bulgaria,Iran,Friendly,0,2023,9,Loss
Cambodia,Hong Kong,Friendly,0,2023,9,Draw
Norway,Jordan,Friendly,0,2023,9,Win
Qatar,Kenya,Friendly,0,2023,9,Loss
Wales,South Korea,Friendly,0,2023,9,Draw
Ghana,Central African Republic,African Cup of Nations qualification,0,2023,9,Win
Angola,Madagascar,African Cup of Nations qualification,0,2023,9,Draw
Algeria,Tanzania,African Cup of Nations qualification,0,2023,9,Draw
Niger,Uganda,African Cup of Nations qualification,1,2023,9,Loss
Tunisia,Botswana,African Cup of Nations qualification,0,2023,9,Win
France,Republic of Ireland,UEFA Euro qualification,0,2023,9,Win
Netherlands,Greece,UEFA Euro qualification,0,2023,9,Win
Czech Republic,Albania,UEFA Euro qualification,0,2023,9,Draw
Poland,Faroe Islands,UEFA Euro qualification,0,2023,9,Win
Serbia,Hungary,UEFA Euro qualification,0,2023,9,Loss
Lithuania,Montenegro,UEFA Euro qualification,0,2023,9,Draw
Kazakhstan,Finland,UEFA Euro qualification,0,2023,9,Loss
Denmark,San Marino,UEFA Euro qualification,0,2023,9,Win
Slovenia,Northern Ireland,UEFA Euro qualification,0,2023,9,Win
Iraq,India,King's Cup,1,2023,9,Draw
Thailand,Lebanon,King's Cup,0,2023,9,Win
Haiti,Cuba,CONCACAF Nations League,1,2023,9,Draw
Grenada,Suriname,CONCACAF Nations League,0,2023,9,Draw
Jamaica,Honduras,CONCACAF Nations League,0,2023,9,Win
Barbados,Montserrat,CONCACAF Nations League,0,2023,9,Loss
Dominican Republic,Nicaragua,CONCACAF Nations League,0,2023,9,Loss
Bermuda,French Guiana,CONCACAF Nations League,0,2023,9,Draw
Belize,Saint Vincent and the Grenadines,CONCACAF Nations League,0,2023,9,Loss
Uruguay,Chile,FIFA World Cup qualification,0,2023,9,Win
Brazil,Bolivia,FIFA World Cup qualification,0,2023,9,Win
Taiwan,Philippines,Friendly,0,2023,9,Draw
Costa Rica,Saudi Arabia,Friendly,1,2023,9,Win
Indonesia,Turkmenistan,Friendly,0,2023,9,Win
Myanmar,Nepal,Friendly,0,2023,9,Draw
Singapore,Tajikistan,Friendly,0,2023,9,Loss
Burkina Faso,Eswatini,African Cup of Nations qualification,1,2023,9,Draw
Egypt,Ethiopia,African Cup of Nations qualification,0,2023,9,Win
Mali,South Sudan,African Cup of Nations qualification,0,2023,9,Win
Georgia,Spain,UEFA Euro qualification,0,2023,9,Loss
Cyprus,Scotland,UEFA Euro qualification,0,2023,9,Loss
Croatia,Latvia,UEFA Euro qualification,0,2023,9,Win
Turkey,Armenia,UEFA Euro qualification,0,2023,9,Draw
Bosnia and Herzegovina,Liechtenstein,UEFA Euro qualification,0,2023,9,Win
Luxembourg,Iceland,UEFA Euro qualification,0,2023,9,Win
Slovakia,Portugal,UEFA Euro qualification,0,2023,9,Loss
Antigua and Barbuda,Guyana,CONCACAF Nations League,0,2023,9,Loss
Bahamas,Puerto Rico,CONCACAF Nations League,0,2023,9,Loss
British Virgin Islands,Turks and Caicos Islands,CONCACAF Nations League,0,2023,9,Win
China,Malaysia,Friendly,0,2023,9,Draw
Germany,Japan,Friendly,0,2023,9,Loss
Mexico,Australia,Friendly,1,2023,9,Draw
South Africa,Namibia,Friendly,0,2023,9,Draw
United States,Uzbekistan,Friendly,0,2023,9,Win
Malawi,Guinea,African Cup of Nations qualification,0,2023,9,Draw
Ivory Coast,Lesotho,African Cup of Nations qualification,0,2023,9,Win
Comoros,Zambia,African Cup of Nations qualification,0,2023,9,Draw
Mauritania,Gabon,African Cup of Nations qualification,0,2023,9,Win
DR Congo,Sudan,African Cup of Nations qualification,0,2023,9,Win
Rwanda,Senegal,African Cup of Nations qualification,0,2023,9,Draw
Ukraine,England,UEFA Euro qualification,1,2023,9,Draw
North Macedonia,Italy,UEFA Euro qualification,0,2023,9,Draw
Azerbaijan,Belgium,UEFA Euro qualification,0,2023,9,Loss
Estonia,Sweden,UEFA Euro qualification,0,2023,9,Loss
Andorra,Belarus,UEFA Euro qualification,0,2023,9,Draw
Kosovo,Switzerland,UEFA Euro qualification,0,2023,9,Draw
Romania,Israel,UEFA Euro qualification,0,2023,9,Draw
Guatemala,Panama,CONCACAF Nations League,0,2023,9,Draw
El Salvador,Trinidad and Tobago,CONCACAF Nations League,0,2023,9,Loss
Martinique,Curaçao,CONCACAF Nations League,0,2023,9,Win
Guadeloupe,Sint Maarten,CONCACAF Nations League,0,2023,9,Win
Saint Lucia,Saint Kitts and Nevis,CONCACAF Nations League,0,2023,9,Win
Hungary,Czech Republic,Friendly,0,2023,9,Draw
Nigeria,São Tomé and Príncipe,African Cup of Nations qualification,0,2023,9,Win
Togo,Cape Verde,African Cup of Nations qualification,0,2023,9,Win
Gambia,Congo,African Cup of Nations qualification,1,2023,9,Draw
Republic of Ireland,Netherlands,UEFA Euro qualification,0,2023,9,Loss
Greece,Gibraltar,UEFA Euro qualification,0,2023,9,Win
Faroe Islands,Moldova,UEFA Euro qualification,0,2023,9,Loss
Albania,Poland,UEFA Euro qualification,0,2023,9,Win
Montenegro,Bulgaria,UEFA Euro qualification,0,2023,9,Win
Lithuania,Serbia,UEFA Euro qualification,0,2023,9,Loss
Finland,Denmark,UEFA Euro qualification,0,2023,9,Loss
Kazakhstan,Northern Ireland,UEFA Euro qualification,0,2023,9,Win
San Marino,Slovenia,UEFA Euro qualification,0,2023,9,Loss
Lebanon,India,King's Cup,1,2023,9,Win
Thailand,Iraq,King's Cup,0,2023,9,Draw
Dominican Republic,Montserrat,CONCACAF Nations League,0,2023,9,Win
Nicaragua,Barbados,CONCACAF Nations League,0,2023,9,Win
Saint Martin,Bonaire,CONCACAF Nations League,1,2023,9,Win
Cayman Islands,Aruba,CONCACAF Nations League,0,2023,9,Loss
Cambodia,Macau,Friendly,0,2023,9,Win
Hong Kong,Brunei,Friendly,0,2023,9,Win
Kuwait,Kyrgyzstan,Friendly,1,2023,9,Loss
Myanmar,Nepal,Friendly,0,2023,9,Win
Vietnam,Palestine,Friendly,0,2023,9,Win
Guinea-Bissau,Sierra Leone,African Cup of Nations qualification,0,2023,9,Win
Armenia,Croatia,UEFA Euro qualification,0,2023,9,Loss
Latvia,Wales,UEFA Euro qualification,0,2023,9,Loss
Iceland,Bosnia and Herzegovina,UEFA Euro qualification,0,2023,9,Win
Portugal,Luxembourg,UEFA Euro qualification,0,2023,9,Win
Slovakia,Liechtenstein,UEFA Euro qualification,0,2023,9,Win
Cuba,Suriname,CONCACAF Nations League,0,2023,9,Win
Jamaica,Haiti,CONCACAF Nations League,0,2023,9,Draw
Honduras,Grenada,CONCACAF Nations League,0,2023,9,Win
Saint Vincent and the Grenadines,Bermuda,CONCACAF Nations League,0,2023,9,Win
French Guiana,Belize,CONCACAF Nations League,0,2023,9,Loss
Guyana,Bahamas,CONCACAF Nations League,0,2023,9,Win
Puerto Rico,Antigua and Barbuda,CONCACAF Nations League,1,2023,9,Win
Turks and Caicos Islands,Dominica,CONCACAF Nations League,0,2023,9,Loss
Bolivia,Argentina,FIFA World Cup qualification,0,2023,9,Loss
Ecuador,Uruguay,FIFA World Cup qualification,0,2023,9,Win
Venezuela,Paraguay,FIFA World Cup qualification,0,2023,9,Win
Peru,Brazil,FIFA World Cup qualification,0,2023,9,Loss
Chile,Colombia,FIFA World Cup qualification,0,2023,9,Draw
Azerbaijan,Jordan,Friendly,0,2023,9,Win
Bahrain,Turkmenistan,Friendly,1,2023,9,Draw
China,Syria,Friendly,0,2023,9,Loss
Egypt,Tunisia,Friendly,0,2023,9,Loss
Germany,France,Friendly,0,2023,9,Win
Qatar,Russia,Friendly,0,2023,9,Draw
Ghana,Liberia,Friendly,0,2023,9,Win
Iran,Angola,Friendly,0,2023,9,Win
Japan,Turkey,Friendly,1,2023,9,Win
Kenya,South Sudan,Friendly,0,2023,9,Loss
South Korea,Saudi Arabia,Friendly,1,2023,9,Win
Mexico,Uzbekistan,Friendly,1,2023,9,Draw
Morocco,Burkina Faso,Friendly,1,2023,9,Win
Philippines,Afghanistan,Friendly,0,2023,9,Win
Scotland,England,Friendly,0,2023,9,Loss
Senegal,Algeria,Friendly,0,2023,9,Loss
Singapore,Taiwan,Friendly,0,2023,9,Win
South Africa,DR Congo,Friendly,0,2023,9,Win
United Arab Emirates,Costa Rica,Friendly,1,2023,9,Win
United States,Oman,Friendly,0,2023,9,Win
Cameroon,Burundi,African Cup of Nations qualification,0,2023,9,Win
Norway,Georgia,UEFA Euro qualification,0,2023,9,Win
Spain,Cyprus,UEFA Euro qualification,0,2023,9,Win
Italy,Ukraine,UEFA Euro qualification,0,2023,9,Win
Malta,North Macedonia,UEFA Euro qualification,0,2023,9,Loss
Belgium,Estonia,UEFA Euro qualification,0,2023,9,Win
Sweden,Austria,UEFA Euro qualification,0,2023,9,Loss
Switzerland,Andorra,UEFA Euro qualification,0,2023,9,Win
Israel,Belarus,UEFA Euro qualification,0,2023,9,Win
Romania,Kosovo,UEFA Euro qualification,0,2023,9,Win
Papua New Guinea,Solomon Islands,MSG Prime Minister's Cup,1,2023,10,Loss
New Caledonia,Vanuatu,MSG Prime Minister's Cup,0,2023,10,Win
China,Vietnam,Friendly,0,2023,10,Win
Wales,Gibraltar,Friendly,0,2023,10,Win
Solomon Islands,Vanuatu,MSG Prime Minister's Cup,1,2023,10,Win
New Caledonia,Papua New Guinea,MSG Prime Minister's Cup,0,2023,10,Win
Suriname,Haiti,CONCACAF Nations League,0,2023,10,Draw
Grenada,Jamaica,CONCACAF Nations League,0,2023,10,Loss
Cuba,Honduras,CONCACAF Nations League,1,2023,10,Draw
Sint Maarten,Saint Kitts and Nevis,CONCACAF Nations League,1,2023,10,Loss
Saint Lucia,Guadeloupe,CONCACAF Nations League,0,2023,10,Win
Bonaire,Anguilla,CONCACAF Nations League,0,2023,10,Win
Dominica,British Virgin Islands,CONCACAF Nations League,1,2023,10,Draw
Colombia,Uruguay,FIFA World Cup qualification,0,2023,10,Draw
Bolivia,Ecuador,FIFA World Cup qualification,0,2023,10,Loss
Argentina,Paraguay,FIFA World Cup qualification,0,2023,10,Win
Brazil,Venezuela,FIFA World Cup qualification,0,2023,10,Draw
Chile,Peru,FIFA World Cup qualification,0,2023,10,Win
Afghanistan,Mongolia,FIFA World Cup qualification,1,2023,10,Win
Cambodia,Pakistan,FIFA World Cup qualification,0,2023,10,Draw
Taiwan,Timor-Leste,FIFA World Cup qualification,0,2023,10,Win
Hong Kong,Bhutan,FIFA World Cup qualification,0,2023,10,Win
Indonesia,Brunei,FIFA World Cup qualification,0,2023,10,Win
Maldives,Bangladesh,FIFA World Cup qualification,0,2023,10,Draw
Myanmar,Macau,FIFA World Cup qualification,0,2023,10,Win
Nepal,Laos,FIFA World Cup qualification,0,2023,10,Draw
Singapore,Guam,FIFA World Cup qualification,0,2023,10,Win
Yemen,Sri Lanka,FIFA World Cup qualification,1,2023,10,Win
Algeria,Cape Verde,Friendly,0,2023,10,Win
Bahrain,Kyrgyzstan,Friendly,0,2023,10,Win
Egypt,Zambia,Friendly,1,2023,10,Win
Georgia,Thailand,Friendly,0,2023,10,Win
Montenegro,Lebanon,Friendly,0,2023,10,Win
Russia,Cameroon,Friendly,0,2023,10,Win
Sweden,Moldova,Friendly,0,2023,10,Win
Spain,Scotland,UEFA Euro qualification,0,2023,10,Win
Cyprus,Norway,UEFA Euro qualification,0,2023,10,Loss
Latvia,Armenia,UEFA Euro qualification,0,2023,10,Win
Croatia,Turkey,UEFA Euro qualification,0,2023,10,Loss
Faroe Islands,Poland,UEFA Euro qualification,0,2023,10,Loss
Albania,Czech Republic,UEFA Euro qualification,0,2023,10,Win
Andorra,Kosovo,UEFA Euro qualification,0,2023,10,Loss
Belarus,Romania,UEFA Euro qualification,1,2023,10,Draw
Curaçao,Panama,CONCACAF Nations League,0,2023,10,Loss
Martinique,El Salvador,CONCACAF Nations League,0,2023,10,Win
Trinidad and Tobago,Guatemala,CONCACAF Nations League,0,2023,10,Win
Montserrat,Nicaragua,CONCACAF Nations League,1,2023,10,Loss
Barbados,Dominican Republic,CONCACAF Nations League,0,2023,10,Loss
Saint Vincent and the Grenadines,French Guiana,CONCACAF Nations League,0,2023,10,Loss
Belize,Bermuda,CONCACAF Nations League,0,2023,10,Loss
DR Congo,New Zealand,Friendly,1,2023,10,Draw
England,Australia,Friendly,0,2023,10,Win
Equatorial Guinea,Burkina Faso,Friendly,0,2023,10,Draw
Guinea,Guinea-Bissau,Friendly,1,2023,10,Win
Iraq,Qatar,Friendly,1,2023,10,Draw
Japan,Canada,Friendly,0,2023,10,Win
South Korea,Tunisia,Friendly,0,2023,10,Win
Mali,Uganda,Friendly,0,2023,10,Win
Nigeria,Saudi Arabia,Friendly,1,2023,10,Draw
South Africa,Eswatini,Friendly,0,2023,10,Draw
Vietnam,Uzbekistan,Friendly,1,2023,10,Loss
Republic of Ireland,Greece,UEFA Euro qualification,0,2023,10,Loss
Netherlands,France,UEFA Euro qualification,0,2023,10,Loss
Estonia,Azerbaijan,UEFA Euro qualification,0,2023,10,Loss
Austria,Belgium,UEFA Euro qualification,0,2023,10,Loss
Iceland,Luxembourg,UEFA Euro qualification,0,2023,10,Draw
Portugal,Slovakia,UEFA Euro qualification,0,2023,10,Win
Liechtenstein,Bosnia and Herzegovina,UEFA Euro qualification,0,2023,10,Loss
Angola,Mozambique,Friendly,1,2023,10,Draw
Puerto Rico,Guyana,CONCACAF Nations League,0,2023,10,Loss
Bahamas,Antigua and Barbuda,CONCACAF Nations League,0,2023,10,Loss
Aruba,United States Virgin Islands,CONCACAF Nations League,0,2023,10,Win
Ivory Coast,Morocco,Friendly,0,2023,10,Draw
Liberia,Libya,Friendly,1,2023,10,Loss
Mauritania,Madagascar,Friendly,1,2023,10,Win
Mexico,Ghana,Friendly,1,2023,10,Win
Niger,Somalia,Friendly,1,2023,10,Win
Sierra Leone,Benin,Friendly,1,2023,10,Draw
United States,Germany,Friendly,0,2023,10,Loss
Ukraine,North Macedonia,UEFA Euro qualification,1,2023,10,Win
Italy,Malta,UEFA Euro qualification,0,2023,10,Win
Bulgaria,Lithuania,UEFA Euro qualification,0,2023,10,Loss
Hungary,Serbia,UEFA Euro qualification,0,2023,10,Win
Northern Ireland,San Marino,UEFA Euro qualification,0,2023,10,Win
Slovenia,Finland,UEFA Euro qualification,0,2023,10,Win
Denmark,Kazakhstan,UEFA Euro qualification,0,2023,10,Win
Papua New Guinea,Vanuatu,MSG Prime Minister's Cup,1,2023,10,Loss
New Caledonia,Solomon Islands,MSG Prime Minister's Cup,0,2023,10,Loss
Honduras,Cuba,CONCACAF Nations League,0,2023,10,Win
Haiti,Jamaica,CONCACAF Nations League,1,2023,10,Loss
Suriname,Grenada,CONCACAF Nations League,0,2023,10,Win
Guadeloupe,Saint Lucia,CONCACAF Nations League,0,2023,10,Win
Saint Kitts and Nevis,Sint Maarten,CONCACAF Nations League,0,2023,10,Loss
Kyrgyzstan,Philippines,Friendly,1,2023,10,Loss
Sudan,Tanzania,Friendly,1,2023,10,Draw
Georgia,Cyprus,UEFA Euro qualification,0,2023,10,Win
Norway,Spain,UEFA Euro qualification,0,2023,10,Loss
Wales,Croatia,UEFA Euro qualification,0,2023,10,Win
Turkey,Latvia,UEFA Euro qualification,0,2023,10,Win
Czech Republic,Faroe Islands,UEFA Euro qualification,0,2023,10,Win
Poland,Moldova,UEFA Euro qualification,0,2023,10,Draw
Switzerland,Belarus,UEFA Euro qualification,0,2023,10,Draw
Romania,Andorra,UEFA Euro qualification,0,2023,10,Win
Dominican Republic,Barbados,CONCACAF Nations League,0,2023,10,Win
Nicaragua,Montserrat,CONCACAF Nations League,0,2023,10,Win
French Guiana,Saint Vincent and the Grenadines,CONCACAF Nations League,1,2023,10,Win
Saint Martin,Anguilla,CONCACAF Nations League,1,2023,10,Win
Turks and Caicos Islands,British Virgin Islands,CONCACAF Nations League,0,2023,10,Draw
Algeria,Egypt,Friendly,1,2023,10,Draw
Botswana,Eswatini,Friendly,0,2023,10,Win
Kenya,Russia,Friendly,1,2023,10,Draw
China,Uzbekistan,Friendly,0,2023,10,Loss
Mozambique,Nigeria,Friendly,1,2023,10,Loss
Senegal,Cameroon,Friendly,1,2023,10,Win
Gibraltar,Republic of Ireland,UEFA Euro qualification,1,2023,10,Loss
Greece,Netherlands,UEFA Euro qualification,0,2023,10,Loss
Azerbaijan,Austria,UEFA Euro qualification,0,2023,10,Loss
Belgium,Sweden,UEFA Euro qualification,0,2023,10,Draw
Iceland,Liechtenstein,UEFA Euro qualification,0,2023,10,Win
Bosnia and Herzegovina,Portugal,UEFA Euro qualification,0,2023,10,Loss
Luxembourg,Slovakia,UEFA Euro qualification,0,2023,10,Loss
El Salvador,Martinique,CONCACAF Nations League,0,2023,10,Draw
Panama,Guatemala,CONCACAF Nations League,0,2023,10,Win
Curaçao,Trinidad and Tobago,CONCACAF Nations League,0,2023,10,Win
Bermuda,Belize,CONCACAF Nations League,0,2023,10,Draw
Antigua and Barbuda,Bahamas,CONCACAF Nations League,0,2023,10,Draw
Guyana,Puerto Rico,CONCACAF Nations League,1,2023,10,Win
Cayman Islands,United States Virgin Islands,CONCACAF Nations League,0,2023,10,Win
Venezuela,Chile,FIFA World Cup qualification,0,2023,10,Win
Ecuador,Colombia,FIFA World Cup qualification,0,2023,10,Draw
Paraguay,Bolivia,FIFA World Cup qualification,0,2023,10,Win
Peru,Argentina,FIFA World Cup qualification,0,2023,10,Loss
Uruguay,Brazil,FIFA World Cup qualification,0,2023,10,Win
Bangladesh,Maldives,FIFA World Cup qualification,0,2023,10,Win
Bhutan,Hong Kong,FIFA World Cup qualification,0,2023,10,Win
Brunei,Indonesia,FIFA World Cup qualification,0,2023,10,Loss
Guam,Singapore,FIFA World Cup qualification,0,2023,10,Loss
Laos,Nepal,FIFA World Cup qualification,0,2023,10,Loss
Macau,Myanmar,FIFA World Cup qualification,0,2023,10,Draw
Mongolia,Afghanistan,FIFA World Cup qualification,0,2023,10,Loss
Pakistan,Cambodia,FIFA World Cup qualification,0,2023,10,Win
Sri Lanka,Yemen,FIFA World Cup qualification,0,2023,10,Draw
Taiwan,Timor-Leste,FIFA World Cup qualification,0,2023,10,Win
Albania,Bulgaria,Friendly,0,2023,10,Win
Angola,DR Congo,Friendly,1,2023,10,Draw
Australia,New Zealand,Soccer Ashes,1,2023,10,Win
Bahrain,Philippines,Friendly,0,2023,10,Win
Benin,Madagascar,Friendly,1,2023,10,Loss
Burkina Faso,Mauritania,Friendly,1,2023,10,Win
Cape Verde,Comoros,Friendly,0,2023,10,Loss
Estonia,Thailand,Friendly,0,2023,10,Draw
France,Scotland,Friendly,0,2023,10,Win
Guinea,Gabon,Friendly,1,2023,10,Draw
Ivory Coast,South Africa,Friendly,0,2023,10,Draw
South Korea,Vietnam,Friendly,0,2023,10,Win
Libya,Niger,Friendly,1,2023,10,Draw
Mali,Saudi Arabia,Friendly,1,2023,10,Win
Mexico,Germany,Friendly,1,2023,10,Draw
North Macedonia,Armenia,Friendly,0,2023,10,Win
Somalia,Sierra Leone,Friendly,1,2023,10,Loss
Sudan,Chad,Friendly,1,2023,10,Win
Syria,Kuwait,Friendly,1,2023,10,Loss
United Arab Emirates,Lebanon,Friendly,0,2023,10,Win
United States,Ghana,Friendly,0,2023,10,Win
Zambia,Uganda,Friendly,1,2023,10,Win
Morocco,Liberia,African Cup of Nations qualification,0,2023,10,Win
England,Italy,UEFA Euro qualification,0,2023,10,Win
Malta,Ukraine,UEFA Euro qualification,0,2023,10,Loss
Serbia,Montenegro,UEFA Euro qualification,0,2023,10,Win
Lithuania,Hungary,UEFA Euro qualification,0,2023,10,Draw
Finland,Kazakhstan,UEFA Euro qualification,0,2023,10,Loss
Northern Ireland,Slovenia,UEFA Euro qualification,0,2023,10,Loss
San Marino,Denmark,UEFA Euro qualification,0,2023,10,Loss
United Arab Emirates,Kuwait,Friendly,0,2023,10,Win
Guatemala,Jamaica,Friendly,1,2023,11,Draw
Kosovo,Israel,UEFA Euro qualification,0,2023,11,Win
Ethiopia,Sierra Leone,FIFA World Cup qualification,1,2023,11,Draw
DR Congo,Mauritania,FIFA World Cup qualification,0,2023,11,Win
Rwanda,Zimbabwe,FIFA World Cup qualification,0,2023,11,Draw
Equatorial Guinea,Namibia,FIFA World Cup qualification,0,2023,11,Loss
Belgium,Serbia,Friendly,0,2023,11,Win
Israel,Switzerland,UEFA Euro qualification,1,2023,11,Draw
Sint Maarten,Guadeloupe,CONCACAF Nations League,1,2023,11,Loss
Saint Kitts and Nevis,Saint Lucia,CONCACAF Nations League,0,2023,11,Draw
United States Virgin Islands,Aruba,CONCACAF Nations League,0,2023,11,Loss
British Virgin Islands,Dominica,CONCACAF Nations League,0,2023,11,Loss
Costa Rica,Panama,CONCACAF Nations League,0,2023,11,Loss
United States,Trinidad and Tobago,CONCACAF Nations League,0,2023,11,Win
Bolivia,Peru,FIFA World Cup qualification,0,2023,11,Win
