home_team,away_team,tournament,is_neutral,year,month,home_result
Venezuela,Ecuador,FIFA World Cup qualification,0,2023,11,Draw
Colombia,Brazil,FIFA World Cup qualification,0,2023,11,Win
Argentina,Uruguay,FIFA World Cup qualification,0,2023,11,Loss
Chile,Paraguay,FIFA World Cup qualification,0,2023,11,Draw
Qatar,Afghanistan,FIFA World Cup qualification,0,2023,11,Win
Kuwait,India,FIFA World Cup qualification,0,2023,11,Loss
Japan,Myanmar,FIFA World Cup qualification,0,2023,11,Win
Syria,North Korea,FIFA World Cup qualification,1,2023,11,Win
Thailand,China,FIFA World Cup qualification,0,2023,11,Loss
South Korea,Singapore,FIFA World Cup qualification,0,2023,11,Win
Oman,Taiwan,FIFA World Cup qualification,0,2023,11,Win
Malaysia,Kyrgyzstan,FIFA World Cup qualification,0,2023,11,Win
Iran,Hong Kong,FIFA World Cup qualification,0,2023,11,Win
Turkmenistan,Uzbekistan,FIFA World Cup qualification,0,2023,11,Loss
Iraq,Indonesia,FIFA World Cup qualification,0,2023,11,Win
Philippines,Vietnam,FIFA World Cup qualification,0,2023,11,Loss
Tajikistan,Jordan,FIFA World Cup qualification,0,2023,11,Draw
Saudi Arabia,Pakistan,FIFA World Cup qualification,0,2023,11,Win
United Arab Emirates,Nepal,FIFA World Cup qualification,0,2023,11,Win
Yemen,Bahrain,FIFA World Cup qualification,1,2023,11,Loss
Lebanon,Palestine,FIFA World Cup qualification,1,2023,11,Draw
Australia,Bangladesh,FIFA World Cup qualification,0,2023,11,Win
Egypt,Djibouti,FIFA World Cup qualification,0,2023,11,Win
Sudan,Togo,FIFA World Cup qualification,1,2023,11,Draw
Nigeria,Lesotho,FIFA World Cup qualification,0,2023,11,Draw
Cape Verde,Angola,FIFA World Cup qualification,0,2023,11,Draw
Burundi,Gambia,FIFA World Cup qualification,1,2023,11,Win
Gabon,Kenya,FIFA World Cup qualification,0,2023,11,Win
Botswana,Mozambique,FIFA World Cup qualification,0,2023,11,Loss
Algeria,Somalia,FIFA World Cup qualification,0,2023,11,Win
Curaçao,El Salvador,Friendly,0,2023,11,Draw
Norway,Faroe Islands,Friendly,0,2023,11,Win
Cyprus,Spain,UEFA Euro qualification,0,2023,11,Loss
Georgia,Scotland,UEFA Euro qualification,0,2023,11,Draw
Estonia,Austria,UEFA Euro qualification,0,2023,11,Loss
Azerbaijan,Sweden,UEFA Euro qualification,0,2023,11,Win
Bulgaria,Hungary,UEFA Euro qualification,0,2023,11,Draw
Montenegro,Lithuania,UEFA Euro qualification,0,2023,11,Win
Liechtenstein,Portugal,UEFA Euro qualification,0,2023,11,Loss
Luxembourg,Bosnia and Herzegovina,UEFA Euro qualification,0,2023,11,Win
Slovakia,Iceland,UEFA Euro qualification,0,2023,11,Win
Montserrat,Dominican Republic,CONCACAF Nations League,0,2023,11,Win
Barbados,Nicaragua,CONCACAF Nations League,0,2023,11,Loss
Bermuda,Saint Vincent and the Grenadines,CONCACAF Nations League,0,2023,11,Win
Belize,French Guiana,CONCACAF Nations League,0,2023,11,Win
Honduras,Mexico,CONCACAF Nations League,0,2023,11,Win
Burkina Faso,Guinea-Bissau,FIFA World Cup qualification,1,2023,11,Draw
Eswatini,Libya,FIFA World Cup qualification,1,2023,11,Loss
Cameroon,Mauritius,FIFA World Cup qualification,0,2023,11,Win
Zambia,Congo,FIFA World Cup qualification,0,2023,11,Win
Ivory Coast,Seychelles,FIFA World Cup qualification,0,2023,11,Win
Guinea,Uganda,FIFA World Cup qualification,1,2023,11,Win
Liberia,Malawi,FIFA World Cup qualification,0,2023,11,Loss
Tunisia,São Tomé and Príncipe,FIFA World Cup qualification,0,2023,11,Win
Comoros,Central African Republic,FIFA World Cup qualification,0,2023,11,Win
Ghana,Madagascar,FIFA World Cup qualification,0,2023,11,Win
Mali,Chad,FIFA World Cup qualification,0,2023,11,Win
Greece,New Zealand,Friendly,0,2023,11,Win
England,Malta,UEFA Euro qualification,0,2023,11,Win
Italy,North Macedonia,UEFA Euro qualification,0,2023,11,Win
Moldova,Albania,UEFA Euro qualification,0,2023,11,Draw
Poland,Czech Republic,UEFA Euro qualification,0,2023,11,Draw
Finland,Northern Ireland,UEFA Euro qualification,0,2023,11,Win
Denmark,Slovenia,UEFA Euro qualification,0,2023,11,Win
Kazakhstan,San Marino,UEFA Euro qualification,0,2023,11,Win
Papua New Guinea,Tuvalu,Pacific Games,1,2023,11,Win
Solomon Islands,Samoa,Pacific Games,0,2023,11,Win
Antigua and Barbuda,Puerto Rico,CONCACAF Nations League,0,2023,11,Loss
Anguilla,Bonaire,CONCACAF Nations League,0,2023,11,Loss
Jamaica,Canada,CONCACAF Nations League,0,2023,11,Loss
Senegal,South Sudan,FIFA World Cup qualification,0,2023,11,Win
South Africa,Benin,FIFA World Cup qualification,0,2023,11,Win
Niger,Tanzania,FIFA World Cup qualification,1,2023,11,Loss
Germany,Turkey,Friendly,0,2023,11,Loss
France,Gibraltar,UEFA Euro qualification,0,2023,11,Win
Netherlands,Republic of Ireland,UEFA Euro qualification,0,2023,11,Win
Armenia,Wales,UEFA Euro qualification,0,2023,11,Draw
Latvia,Croatia,UEFA Euro qualification,0,2023,11,Loss
Belarus,Andorra,UEFA Euro qualification,1,2023,11,Win
Switzerland,Kosovo,UEFA Euro qualification,0,2023,11,Draw
Israel,Romania,UEFA Euro qualification,1,2023,11,Loss
New Caledonia,Tonga,Pacific Games,1,2023,11,Win
Fiji,Northern Mariana Islands,Pacific Games,1,2023,11,Win
Guadeloupe,Saint Kitts and Nevis,CONCACAF Nations League,0,2023,11,Win
Saint Lucia,Sint Maarten,CONCACAF Nations League,0,2023,11,Loss
Sierra Leone,Egypt,FIFA World Cup qualification,1,2023,11,Loss
Sudan,DR Congo,FIFA World Cup qualification,1,2023,11,Win
Zimbabwe,Nigeria,FIFA World Cup qualification,1,2023,11,Draw
Burundi,Gabon,FIFA World Cup qualification,1,2023,11,Loss
Mozambique,Algeria,FIFA World Cup qualification,0,2023,11,Loss
Cyprus,Lithuania,Friendly,0,2023,11,Win
Scotland,Norway,UEFA Euro qualification,0,2023,11,Draw
Spain,Georgia,UEFA Euro qualification,0,2023,11,Win
Belgium,Azerbaijan,UEFA Euro qualification,0,2023,11,Win
Sweden,Estonia,UEFA Euro qualification,0,2023,11,Win
Hungary,Montenegro,UEFA Euro qualification,0,2023,11,Win
Serbia,Bulgaria,UEFA Euro qualification,0,2023,11,Draw
Portugal,Iceland,UEFA Euro qualification,0,2023,11,Win
Bosnia and Herzegovina,Slovakia,UEFA Euro qualification,0,2023,11,Loss
Liechtenstein,Luxembourg,UEFA Euro qualification,0,2023,11,Loss
Montserrat,Barbados,CONCACAF Nations League,0,2023,11,Win
Aruba,Cayman Islands,CONCACAF Nations League,0,2023,11,Win
Dominica,Turks and Caicos Islands,CONCACAF Nations League,1,2023,11,Win
Panama,Costa Rica,CONCACAF Nations League,0,2023,11,Win
Trinidad and Tobago,United States,CONCACAF Nations League,0,2023,11,Win
Djibouti,Guinea-Bissau,FIFA World Cup qualification,1,2023,11,Loss
Gambia,Ivory Coast,FIFA World Cup qualification,1,2023,11,Loss
Seychelles,Kenya,FIFA World Cup qualification,1,2023,11,Loss
Liberia,Equatorial Guinea,FIFA World Cup qualification,0,2023,11,Win
Mali,Central African Republic,FIFA World Cup qualification,0,2023,11,Draw
Chad,Madagascar,FIFA World Cup qualification,1,2023,11,Loss
Curaçao,El Salvador,Friendly,0,2023,11,Draw
Russia,Cuba,Friendly,0,2023,11,Win
North Macedonia,England,UEFA Euro qualification,0,2023,11,Draw
Ukraine,Italy,UEFA Euro qualification,1,2023,11,Draw
Albania,Faroe Islands,UEFA Euro qualification,0,2023,11,Draw
Czech Republic,Moldova,UEFA Euro qualification,0,2023,11,Win
Northern Ireland,Denmark,UEFA Euro qualification,0,2023,11,Win
San Marino,Finland,UEFA Euro qualification,0,2023,11,Loss
Slovenia,Kazakhstan,UEFA Euro qualification,0,2023,11,Win
Tuvalu,Vanuatu,Pacific Games,1,2023,11,Loss
Samoa,American Samoa,Pacific Games,1,2023,11,Win
Nicaragua,Dominican Republic,CONCACAF Nations League,0,2023,11,Draw
French Guiana,Bermuda,CONCACAF Nations League,1,2023,11,Win
Saint Vincent and the Grenadines,Belize,CONCACAF Nations League,0,2023,11,Win
Guyana,Antigua and Barbuda,CONCACAF Nations League,1,2023,11,Win
Puerto Rico,Bahamas,CONCACAF Nations League,0,2023,11,Win
Bonaire,Saint Martin,CONCACAF Nations League,0,2023,11,Loss
Canada,Jamaica,CONCACAF Nations League,0,2023,11,Loss
Mexico,Honduras,CONCACAF Nations League,0,2023,11,Win
Ecuador,Chile,FIFA World Cup qualification,0,2023,11,Win
Paraguay,Colombia,FIFA World Cup qualification,0,2023,11,Loss
Uruguay,Bolivia,FIFA World Cup qualification,0,2023,11,Win
Peru,Venezuela,FIFA World Cup qualification,0,2023,11,Draw
Brazil,Argentina,FIFA World Cup qualification,0,2023,11,Loss
India,Qatar,FIFA World Cup qualification,0,2023,11,Loss
Afghanistan,Kuwait,FIFA World Cup qualification,1,2023,11,Loss
Myanmar,North Korea,FIFA World Cup qualification,0,2023,11,Loss
Syria,Japan,FIFA World Cup qualification,1,2023,11,Loss
China,South Korea,FIFA World Cup qualification,0,2023,11,Loss
Singapore,Thailand,FIFA World Cup qualification,0,2023,11,Loss
Taiwan,Malaysia,FIFA World Cup qualification,0,2023,11,Loss
Kyrgyzstan,Oman,FIFA World Cup qualification,0,2023,11,Win
Uzbekistan,Iran,FIFA World Cup qualification,0,2023,11,Draw
Hong Kong,Turkmenistan,FIFA World Cup qualification,0,2023,11,Draw
Philippines,Indonesia,FIFA World Cup qualification,0,2023,11,Draw
Vietnam,Iraq,FIFA World Cup qualification,0,2023,11,Loss
Pakistan,Tajikistan,FIFA World Cup qualification,0,2023,11,Loss
Jordan,Saudi Arabia,FIFA World Cup qualification,0,2023,11,Loss
Bahrain,United Arab Emirates,FIFA World Cup qualification,0,2023,11,Loss
Nepal,Yemen,FIFA World Cup qualification,0,2023,11,Loss
Palestine,Australia,FIFA World Cup qualification,1,2023,11,Loss
Bangladesh,Lebanon,FIFA World Cup qualification,0,2023,11,Draw
Ethiopia,Burkina Faso,FIFA World Cup qualification,1,2023,11,Loss
South Sudan,Mauritania,FIFA World Cup qualification,1,2023,11,Draw
Togo,Senegal,FIFA World Cup qualification,0,2023,11,Draw
Lesotho,Benin,FIFA World Cup qualification,1,2023,11,Draw
Rwanda,South Africa,FIFA World Cup qualification,0,2023,11,Win
Eswatini,Cape Verde,FIFA World Cup qualification,1,2023,11,Loss
Libya,Cameroon,FIFA World Cup qualification,0,2023,11,Draw
Mauritius,Angola,FIFA World Cup qualification,0,2023,11,Draw
Niger,Zambia,FIFA World Cup qualification,1,2023,11,Win
Tanzania,Morocco,FIFA World Cup qualification,0,2023,11,Loss
Somalia,Uganda,FIFA World Cup qualification,1,2023,11,Loss
Botswana,Guinea,FIFA World Cup qualification,0,2023,11,Win
Malawi,Tunisia,FIFA World Cup qualification,0,2023,11,Loss
São Tomé and Príncipe,Namibia,FIFA World Cup qualification,1,2023,11,Loss
Comoros,Ghana,FIFA World Cup qualification,0,2023,11,Win
Austria,Germany,Friendly,0,2023,11,Win
Poland,Latvia,Friendly,0,2023,11,Win
Republic of Ireland,New Zealand,Friendly,0,2023,11,Draw
Gibraltar,Netherlands,UEFA Euro qualification,1,2023,11,Loss
Greece,France,UEFA Euro qualification,0,2023,11,Draw
Wales,Turkey,UEFA Euro qualification,0,2023,11,Draw
Croatia,Armenia,UEFA Euro qualification,0,2023,11,Win
Andorra,Israel,UEFA Euro qualification,0,2023,11,Loss
Kosovo,Belarus,UEFA Euro qualification,0,2023,11,Loss
Romania,Switzerland,UEFA Euro qualification,0,2023,11,Win
Tonga,Cook Islands,Pacific Games,1,2023,11,Loss
Fiji,Tahiti,Pacific Games,1,2023,11,Draw
Vanuatu,Papua New Guinea,Pacific Games,1,2023,11,Draw
Solomon Islands,American Samoa,Pacific Games,0,2023,11,Win
Cook Islands,New Caledonia,Pacific Games,1,2023,11,Loss
Northern Mariana Islands,Tahiti,Pacific Games,1,2023,11,Loss
Northern Mariana Islands,American Samoa,Pacific Games,1,2023,11,Win
Tonga,Tuvalu,Pacific Games,1,2023,11,Loss
Tahiti,Samoa,Pacific Games,1,2023,11,Win
Cook Islands,Papua New Guinea,Pacific Games,1,2023,11,Loss
New Caledonia,Vanuatu,Pacific Games,1,2023,11,Win
Solomon Islands,Fiji,Pacific Games,0,2023,11,Win
American Samoa,Tonga,Pacific Games,1,2023,11,Loss
Northern Mariana Islands,Tuvalu,Pacific Games,1,2023,11,Loss
Samoa,Cook Islands,Pacific Games,1,2023,11,Win
Tahiti,Papua New Guinea,Pacific Games,1,2023,11,Win
Vanuatu,Fiji,Pacific Games,1,2023,12,Loss
Solomon Islands,New Caledonia,Pacific Games,0,2023,12,Draw
Mexico,Colombia,Friendly,1,2023,12,Loss
Japan,Thailand,Friendly,0,2024,1,Win
China,Hong Kong,Friendly,1,2024,1,Loss
Indonesia,Libya,Friendly,1,2024,1,Loss
Tajikistan,Hong Kong,Friendly,1,2024,1,Win
Saudi Arabia,Lebanon,Friendly,1,2024,1,Win
Indonesia,Libya,Friendly,1,2024,1,Loss
Iran,Burkina Faso,Friendly,0,2024,1,Win
Kyrgyzstan,Syria,Friendly,1,2024,1,Draw
Qatar,Jordan,Friendly,0,2024,1,Loss
Togo,Algeria,Friendly,0,2024,1,Loss
DR Congo,Angola,Friendly,1,2024,1,Draw
Iraq,South Korea,Friendly,1,2024,1,Loss
Bahrain,Australia,Friendly,1,2024,1,Loss
Mozambique,Lesotho,Friendly,1,2024,1,Win
United Arab Emirates,Oman,Friendly,0,2024,1,Loss
Ivory Coast,Sierra Leone,Friendly,0,2024,1,Win
Tunisia,Mauritania,Friendly,0,2024,1,Draw
Mali,Guinea-Bissau,Friendly,0,2024,1,Win
Uzbekistan,Palestine,Friendly,1,2024,1,Win
Egypt,Tanzania,Friendly,0,2024,1,Win
Nigeria,Guinea,Friendly,1,2024,1,Loss
Botswana,Mozambique,Friendly,1,2024,1,Draw
Syria,Malaysia,Friendly,1,2024,1,Draw
Senegal,Niger,Friendly,0,2024,1,Win
Ghana,Namibia,Friendly,0,2024,1,Draw
Japan,Jordan,Friendly,1,2024,1,Win
Kyrgyzstan,Vietnam,Friendly,1,2024,1,Win
Zambia,Cameroon,Friendly,1,2024,1,Draw
Equatorial Guinea,Djibouti,Friendly,0,2024,1,Draw
Saudi Arabia,Palestine,Friendly,1,2024,1,Draw
Burundi,Algeria,Friendly,1,2024,1,Loss
Indonesia,Iran,Friendly,1,2024,1,Loss
South Africa,Lesotho,Friendly,0,2024,1,Draw
DR Congo,Burkina Faso,Friendly,1,2024,1,Loss
Bahrain,Angola,Friendly,1,2024,1,Loss
Saudi Arabia,Hong Kong,Friendly,1,2024,1,Win
Tunisia,Cape Verde,Friendly,0,2024,1,Win
Morocco,Sierra Leone,Friendly,1,2024,1,Win
Qatar,Lebanon,AFC Asian Cup,0,2024,1,Win
Kuwait,Libya,Friendly,1,2024,1,Loss
Sweden,Estonia,Friendly,1,2024,1,Win
China,Tajikistan,AFC Asian Cup,1,2024,1,Draw
Australia,India,AFC Asian Cup,1,2024,1,Win
Uzbekistan,Syria,AFC Asian Cup,1,2024,1,Draw
Ivory Coast,Guinea-Bissau,African Cup of Nations,0,2024,1,Win
Guatemala,Iceland,Friendly,1,2024,1,Loss
United Arab Emirates,Hong Kong,AFC Asian Cup,1,2024,1,Win
Iran,Palestine,AFC Asian Cup,1,2024,1,Win
Japan,Vietnam,AFC Asian Cup,1,2024,1,Win
Nigeria,Equatorial Guinea,African Cup of Nations,1,2024,1,Draw
Egypt,Mozambique,African Cup of Nations,1,2024,1,Draw
Ghana,Cape Verde,African Cup of Nations,1,2024,1,Loss
Indonesia,Iraq,AFC Asian Cup,1,2024,1,Loss
South Korea,Bahrain,AFC Asian Cup,1,2024,1,Win
Malaysia,Jordan,AFC Asian Cup,1,2024,1,Loss
Senegal,Gambia,African Cup of Nations,1,2024,1,Win
Cameroon,Guinea,African Cup of Nations,1,2024,1,Draw
Algeria,Angola,African Cup of Nations,1,2024,1,Draw
Thailand,Kyrgyzstan,AFC Asian Cup,1,2024,1,Win
Saudi Arabia,Oman,AFC Asian Cup,1,2024,1,Win
Burkina Faso,Mauritania,African Cup of Nations,1,2024,1,Win
Tunisia,Namibia,African Cup of Nations,1,2024,1,Loss
Mali,South Africa,African Cup of Nations,1,2024,1,Win
Lebanon,China,AFC Asian Cup,1,2024,1,Draw
Qatar,Tajikistan,AFC Asian Cup,0,2024,1,Win
Morocco,Tanzania,African Cup of Nations,1,2024,1,Win
DR Congo,Zambia,African Cup of Nations,1,2024,1,Draw
Honduras,Iceland,Friendly,1,2024,1,Loss
Syria,Australia,AFC Asian Cup,1,2024,1,Loss
India,Uzbekistan,AFC Asian Cup,1,2024,1,Loss
Palestine,United Arab Emirates,AFC Asian Cup,1,2024,1,Draw
Equatorial Guinea,Guinea-Bissau,African Cup of Nations,1,2024,1,Win
Ivory Coast,Nigeria,African Cup of Nations,0,2024,1,Loss
Egypt,Ghana,African Cup of Nations,1,2024,1,Draw
Hong Kong,Iran,AFC Asian Cup,1,2024,1,Loss
Iraq,Japan,AFC Asian Cup,1,2024,1,Win
Vietnam,Indonesia,AFC Asian Cup,1,2024,1,Loss
Cape Verde,Mozambique,African Cup of Nations,1,2024,1,Win
Senegal,Cameroon,African Cup of Nations,1,2024,1,Win
Guinea,Gambia,African Cup of Nations,1,2024,1,Win
Kuwait,Uganda,Friendly,1,2024,1,Loss
Jordan,South Korea,AFC Asian Cup,1,2024,1,Draw
Bahrain,Malaysia,AFC Asian Cup,1,2024,1,Win
Algeria,Burkina Faso,African Cup of Nations,1,2024,1,Draw
Mauritania,Angola,African Cup of Nations,1,2024,1,Loss
Tunisia,Mali,African Cup of Nations,1,2024,1,Draw
United States,Slovenia,Friendly,0,2024,1,Loss
Oman,Thailand,AFC Asian Cup,1,2024,1,Draw
Kyrgyzstan,Saudi Arabia,AFC Asian Cup,1,2024,1,Loss
South Africa,Namibia,African Cup of Nations,1,2024,1,Win
Morocco,DR Congo,African Cup of Nations,1,2024,1,Draw
Zambia,Tanzania,African Cup of Nations,1,2024,1,Draw
Qatar,China,AFC Asian Cup,0,2024,1,Win
Tajikistan,Lebanon,AFC Asian Cup,1,2024,1,Win
Guinea-Bissau,Nigeria,African Cup of Nations,1,2024,1,Loss
Ivory Coast,Equatorial Guinea,African Cup of Nations,0,2024,1,Loss
Cape Verde,Egypt,African Cup of Nations,1,2024,1,Draw
Mozambique,Ghana,African Cup of Nations,1,2024,1,Draw
Australia,Uzbekistan,AFC Asian Cup,1,2024,1,Draw
Syria,India,AFC Asian Cup,1,2024,1,Win
Hong Kong,Palestine,AFC Asian Cup,1,2024,1,Loss
Iran,United Arab Emirates,AFC Asian Cup,1,2024,1,Win
Gambia,Cameroon,African Cup of Nations,1,2024,1,Loss
Guinea,Senegal,African Cup of Nations,1,2024,1,Loss
Angola,Burkina Faso,African Cup of Nations,1,2024,1,Win
Mauritania,Algeria,African Cup of Nations,1,2024,1,Win
Iraq,Vietnam,AFC Asian Cup,1,2024,1,Win
Japan,Indonesia,AFC Asian Cup,1,2024,1,Win
Namibia,Mali,African Cup of Nations,1,2024,1,Draw
South Africa,Tunisia,African Cup of Nations,1,2024,1,Draw
Tanzania,DR Congo,African Cup of Nations,1,2024,1,Draw
Zambia,Morocco,African Cup of Nations,1,2024,1,Loss
Jordan,Bahrain,AFC Asian Cup,1,2024,1,Loss
South Korea,Malaysia,AFC Asian Cup,1,2024,1,Draw
Kyrgyzstan,Oman,AFC Asian Cup,1,2024,1,Draw
Saudi Arabia,Thailand,AFC Asian Cup,1,2024,1,Draw
Angola,Namibia,African Cup of Nations,1,2024,1,Win
Nigeria,Cameroon,African Cup of Nations,1,2024,1,Win
Australia,Indonesia,AFC Asian Cup,1,2024,1,Win
Tajikistan,United Arab Emirates,AFC Asian Cup,1,2024,1,Draw
Egypt,DR Congo,African Cup of Nations,1,2024,1,Draw
Equatorial Guinea,Guinea,African Cup of Nations,1,2024,1,Loss
Iraq,Jordan,AFC Asian Cup,1,2024,1,Loss
Qatar,Palestine,AFC Asian Cup,0,2024,1,Win
Cape Verde,Mauritania,African Cup of Nations,1,2024,1,Win
Ivory Coast,Senegal,African Cup of Nations,0,2024,1,Draw
Saudi Arabia,South Korea,AFC Asian Cup,1,2024,1,Draw
Uzbekistan,Thailand,AFC Asian Cup,1,2024,1,Win
Mali,Burkina Faso,African Cup of Nations,1,2024,1,Win
Morocco,South Africa,African Cup of Nations,1,2024,1,Loss
Bahrain,Japan,AFC Asian Cup,1,2024,1,Loss
Iran,Syria,AFC Asian Cup,1,2024,1,Draw
Australia,South Korea,AFC Asian Cup,1,2024,2,Loss
Tajikistan,Jordan,AFC Asian Cup,1,2024,2,Loss
DR Congo,Guinea,African Cup of Nations,1,2024,2,Win
Nigeria,Angola,African Cup of Nations,1,2024,2,Win
Iran,Japan,AFC Asian Cup,1,2024,2,Win
Qatar,Uzbekistan,AFC Asian Cup,0,2024,2,Draw
Cape Verde,South Africa,African Cup of Nations,1,2024,2,Draw
Ivory Coast,Mali,African Cup of Nations,0,2024,2,Win
Costa Rica,El Salvador,Friendly,0,2024,2,Win
Jordan,South Korea,AFC Asian Cup,1,2024,2,Win
Qatar,Iran,AFC Asian Cup,0,2024,2,Win
Ivory Coast,DR Congo,African Cup of Nations,0,2024,2,Win
Nigeria,South Africa,African Cup of Nations,1,2024,2,Draw
Qatar,Jordan,AFC Asian Cup,0,2024,2,Win
South Africa,DR Congo,African Cup of Nations,1,2024,2,Draw
Ivory Coast,Nigeria,African Cup of Nations,0,2024,2,Win
Trinidad and Tobago,Jamaica,Friendly,0,2024,3,Loss
Trinidad and Tobago,Jamaica,Friendly,0,2024,3,Draw
Kazakhstan,Turkmenistan,Friendly,1,2024,3,Win
Solomon Islands,Fiji,Friendly,0,2024,3,Win
Bonaire,El Salvador,Friendly,1,2024,3,Draw
San Marino,Saint Kitts and Nevis,Friendly,0,2024,3,Loss
Djibouti,Liberia,African Cup of Nations qualification,1,2024,3,Loss
Somalia,Eswatini,African Cup of Nations qualification,1,2024,3,Loss
Tonga,Samoa,Oceania Nations Cup qualification,0,2024,3,Loss
South Africa,Andorra,FIFA Series,1,2024,3,Draw
Cape Verde,Guyana,FIFA Series,1,2024,3,Win
Guinea,Vanuatu,FIFA Series,1,2024,3,Win
Panama,Mexico,CONCACAF Nations League,1,2024,3,Loss
United States,Jamaica,CONCACAF Nations League,0,2024,3,Win
Gibraltar,Lithuania,UEFA Nations League,1,2024,3,Loss
Poland,Estonia,UEFA Euro qualification,0,2024,3,Win
Wales,Finland,UEFA Euro qualification,0,2024,3,Win
Israel,Iceland,UEFA Euro qualification,1,2024,3,Loss
Bosnia and Herzegovina,Ukraine,UEFA Euro qualification,0,2024,3,Loss
Georgia,Luxembourg,UEFA Euro qualification,0,2024,3,Win
Greece,Kazakhstan,UEFA Euro qualification,0,2024,3,Win
Qatar,Kuwait,FIFA World Cup qualification,0,2024,3,Win
Afghanistan,India,FIFA World Cup qualification,1,2024,3,Draw
Myanmar,Syria,FIFA World Cup qualification,0,2024,3,Draw
Japan,North Korea,FIFA World Cup qualification,0,2024,3,Win
South Korea,Thailand,FIFA World Cup qualification,0,2024,3,Draw
Singapore,China,FIFA World Cup qualification,0,2024,3,Draw
Taiwan,Kyrgyzstan,FIFA World Cup qualification,0,2024,3,Loss
Oman,Malaysia,FIFA World Cup qualification,0,2024,3,Win
Iran,Turkmenistan,FIFA World Cup qualification,0,2024,3,Win
Hong Kong,Uzbekistan,FIFA World Cup qualification,0,2024,3,Loss
Indonesia,Vietnam,FIFA World Cup qualification,0,2024,3,Win
Iraq,Philippines,FIFA World Cup qualification,0,2024,3,Win
Pakistan,Jordan,FIFA World Cup qualification,0,2024,3,Loss
Saudi Arabia,Tajikistan,FIFA World Cup qualification,0,2024,3,Win
Bahrain,Nepal,FIFA World Cup qualification,0,2024,3,Win
United Arab Emirates,Yemen,FIFA World Cup qualification,0,2024,3,Win
Australia,Lebanon,FIFA World Cup qualification,0,2024,3,Win
Palestine,Bangladesh,FIFA World Cup qualification,1,2024,3,Win
Belize,Puerto Rico,Friendly,0,2024,3,Draw
Cyprus,Latvia,Friendly,0,2024,3,Draw
Ecuador,Guatemala,Friendly,1,2024,3,Win
Ethiopia,Lesotho,Friendly,0,2024,3,Loss
Malta,Slovenia,Friendly,0,2024,3,Draw
Montenegro,Belarus,Friendly,1,2024,3,Win
Portugal,Sweden,Friendly,0,2024,3,Win
Solomon Islands,Fiji,Friendly,0,2024,3,Loss
Venezuela,Italy,Friendly,1,2024,3,Loss
Algeria,Bolivia,FIFA Series,0,2024,3,Win
Azerbaijan,Mongolia,FIFA Series,0,2024,3,Win
Bulgaria,Tanzania,FIFA Series,1,2024,3,Win
Egypt,New Zealand,FIFA Series,0,2024,3,Win
Equatorial Guinea,Cambodia,FIFA Series,1,2024,3,Win
Brunei,Bermuda,FIFA Series,1,2024,3,Loss
Central African Republic,Bhutan,FIFA Series,1,2024,3,Win
Sri Lanka,Papua New Guinea,FIFA Series,0,2024,3,Draw
